name,종별코드명,doctors,lon,lat
다산의료소비자생활협동조합정석소아청소년과병원,병원,3,127.2027443,37.7206568
다산이엠365의원,의원,3,127.1632506,37.6198255
다산재활의학과의원,의원,1,127.1646204,37.6110519
다산정내과의원,의원,1,127.1734709,37.6002915
다산종합의원,의원,1,128.4506885,35.8258004
다산지아이내과의원,의원,1,127.1556209,37.6046106
다산진소아청소년과의원,의원,1,127.1521046,37.6254944
다산청아람어린이병원,병원,5,,
다산큰나무정신건강의학과의원,의원,1,127.1510082,37.6242711
다산탑비뇨의학과의원,의원,1,127.1507266,37.6248062
다산튼튼의원,의원,1,127.1533046,37.6232289
다산퍼스트정형외과의원,의원,2,127.1553701,37.6256262
다산하나이비인후과의원,의원,2,127.1534204,37.6229267
다산항외과의원,의원,1,127.1551164,37.6148685
다산허리업정형외과의원,의원,3,127.151564,37.6231733
다산힐피부과의원,의원,1,127.155394,37.6252012
다샘의원,의원,1,126.9670075,37.3966654
다선의원,의원,1,127.0063971,37.2987215
다소니의원,의원,1,127.0507105,37.5128053
다솔내과의원,의원,1,126.9749849,37.2696775
다솜가정의원,의원,1,126.821946,37.527564
다솜가정의학과의원,의원,1,127.2898813,36.5925694
다솜내과의원,의원,1,127.1341686,37.6003033
다솜마취통증의학과의원,의원,7,127.0206216,37.5195528
다솜메디칼의원,의원,1,129.2177784,35.254483
다솜소아청소년과의원,의원,1,126.9918723,37.4263042
다솜소아청소년과의원,의원,1,127.4733681,36.6625322
다솜소아청소년과의원,의원,1,127.5335535,36.9033396
다솜소아청소년과의원,의원,1,128.6405685,34.865232
다솜소아청소년과의원,의원,1,126.7779922,35.1478422
다솜신경정신과의원,의원,2,127.1207509,35.8341691
다솜연세가정의학과의원,의원,1,127.0646584,37.6128346
다솜요양병원,요양병원,9,126.7758373,37.5174928
다솜요양병원,요양병원,4,127.4425289,36.3435647
다솜의원,의원,1,126.8439624,37.3206487
다솜의원,의원,1,129.0254267,35.0961247
다솜의원,의원,1,129.06202,35.1912669
다솜의원,의원,1,129.064221,35.1443189
다솜의원,의원,3,129.0813506,35.176118
다솜의원,의원,1,129.1223146,35.5651258
다솜의원,의원,1,129.3462567,35.5702049
다솜의원,의원,1,129.3591196,36.0368945
다솜의원,의원,1,129.0263678,35.3368607
다솜의원,의원,1,126.4734425,34.987461
다솜의원,의원,1,127.1389116,37.4473473
다솜이비인후과 의원,의원,1,127.187643,37.5566395
다솜이비인후과의원,의원,1,127.0549827,37.6781893
다솜이비인후과의원,의원,1,127.2092083,37.2347659
다솜정신건강의학과의원,의원,1,127.3775316,36.3513987
다수보건진료소,보건진료소,0,128.3667184,37.3955436
다스람요양병원,요양병원,3,126.7912257,37.7119941
다시봄날의원,의원,1,127.0609342,37.6515441
다시봄날의원,의원,1,126.977071,37.4137763
다시봄날의원,의원,3,126.8308408,37.311294
다시봄날의원,의원,2,126.7599678,37.7131738
다시봄날의원,의원,1,127.1927499,37.5622594
다시봄날의원,의원,3,126.6268837,37.6460034
다시봄날의원,의원,1,127.0981047,37.7446357
다시봄날의원,의원,2,127.0499884,37.1752733
다시봄날의원,의원,1,127.2325325,37.3825073
다시봄날의원,의원,1,127.0886955,36.9919135
다시봄날의원,의원,1,126.8337261,37.6132354
다시봄날의원,의원,2,,
다시봄날의원,의원,2,127.0940531,37.818553
다시봄날의원,의원,1,127.1181968,37.1696232
다시봄날의원,의원,3,126.7332099,37.5072805
다시봄날의원,의원,1,127.4903599,36.6326346
다시봄날의원,의원,2,129.0575113,35.1522845
다시봄날의원 가정청라점,의원,1,126.6701262,37.5264302
다시봄날의원 서창점,의원,1,,
다시봄안과의원,의원,1,127.0140553,37.4933081
다시봄요양병원,요양병원,4,129.157347,35.1624655
다시봄의원,의원,1,127.0666048,37.5917173
다시봄의원,의원,1,126.9653721,37.503001
다시서기종합지원센터부속의원,의원,0,126.9714134,37.5575875
다시세움재활의학과의원,의원,1,,
다시온의원,의원,2,127.031063,37.4918602
다시피움성형외과의원,의원,1,127.0252316,37.4983148
다압보건지소,보건지소,2,127.6912212,35.1236139
다엘여성의원,의원,1,126.7330319,37.734803
다예의원,의원,1,127.0244403,37.6317065
다오의원,의원,1,126.9853496,37.5612886
다온가정의원,의원,1,129.0300181,35.1533079
다온내과의원,의원,1,128.7148808,35.8784974
다온미래산부인과의원,의원,4,127.0539442,36.7745373
다온삼성정형외과의원,의원,2,126.9181024,37.6110266
다온소아청소년과의원,의원,1,127.1746155,37.5649683
다온소아청소년과의원,의원,1,127.4057196,36.4000141
다온소아청소년과의원,의원,2,129.3214794,35.5274447
다온연합소아청소년과의원,의원,1,128.4179814,35.6555674
다온요양병원,요양병원,6,126.7631977,37.4927353
다온요양병원,요양병원,6,129.1069357,35.1461179
다온요양병원,요양병원,2,126.9017774,35.1916869
다온유외과의원,의원,1,126.8990242,35.1212173
다온의원,의원,1,126.7029641,37.6286025
다온의원,의원,1,127.1106981,37.5018714
다온이비인후과의원,의원,1,126.7619659,37.6702816
다온자연요양병원,요양병원,2,127.8774799,35.1449951
다온재활의학과의원,의원,3,127.9312335,37.3341487
다온정신건강의학과의원,의원,2,127.103658,37.5174066
다온정신건강의학과의원,의원,2,126.959418,37.3935029
다온정신건강의학과의원,의원,1,127.1661436,35.8258056
다온정형외과의원,의원,1,,
다온정형외과의원,의원,1,127.7525522,37.8676106
다온정형외과의원,의원,1,128.610094,35.8992939
다온튼튼의원,의원,1,126.5925543,36.9751767
다온튼튼정형외과의원,의원,1,127.1256329,36.9935529
다온피부과의원,의원,2,128.5296391,35.8257235
다온헬스케어의원,의원,10,127.1232611,37.4805094
다올내과의원,의원,1,127.4812048,36.6668894
다올린의원,의원,1,126.9829747,37.4860933
다올연합의원,의원,4,128.6443772,35.817701
다올의원,의원,1,127.1301212,37.5416398
다올이비인후과의원,의원,1,127.0129205,36.7741104
다올이비인후과의원,의원,1,126.8734044,35.1820064
다올항외과의원,의원,1,126.8811111,37.5033033
다우리내과의원,의원,1,126.8981048,35.1221211
다우미즈산부인과의원,의원,1,127.0467064,37.6710519
다움산부인과의원,의원,3,127.028709,37.497901
다움성형외과의원,의원,1,127.028359,37.497502
다움요양병원,요양병원,8,126.8732136,35.2095879
다원메디컬의원,의원,2,128.6834884,35.2232188
다원여성의원,의원,2,126.6509615,37.3957057
다원의료생협 세인트의원,의원,1,127.3175488,36.3872208
다원의원,의원,1,128.5587668,35.8586547
다원정신건강의학과의원,의원,2,127.0433161,37.2593356
다웰내과의원,의원,2,126.9459479,37.5408037
다윈마취통증의학과의원,의원,1,128.4215447,36.13813
다윗365내과재활의학과의원,의원,6,126.3913775,34.8200444
다은의원,의원,1,127.1003291,36.9899841
다이브의원,의원,1,127.0162587,37.5922582
다이아몬드의원,의원,2,126.7244702,37.491839
다이아비뇨의학과의원,의원,2,126.8923741,37.5791261
다이아산부인과의원,의원,2,126.9719323,37.5439212
다이아의원,의원,1,127.0265313,37.499162
다인마취통증의학과의원,의원,1,127.4316173,36.3673877
다인병원,병원,13,127.0274625,37.2918733
다인보건지소,보건지소,1,128.3588462,36.4497651
다인산부인과의원,의원,1,128.6223361,36.8262125
다인안과의원,의원,1,126.784333,37.4411346
다인안과의원,의원,3,126.719691,37.4553712
다인안과의원,의원,1,126.7099922,37.5036986
다인안과의원,의원,3,126.6828315,37.4950219
다인연합의원,의원,1,128.6170349,35.8711923
다인의원,의원,1,128.9774972,35.0772987
다인이비인후과병원,병원,12,126.7088392,37.4876012
다인이비인후과의원,의원,1,126.8466719,37.5324773
다인이비인후과의원,의원,1,126.6828315,37.4950219
다인정형외과의원,의원,1,127.1362754,37.5292243
다인피부과의원,의원,1,127.0380375,37.5278066
다일천사병원,병원,0,127.0477019,37.5765433
다정금이비인후과의원,의원,1,126.5618253,33.2530359
다정내과의원,의원,2,127.2485084,36.4956266
다정산부인과의원,의원,1,127.0655112,37.5623559
다정산부인과의원,의원,1,127.1648158,37.4579377
다정산부인과의원,의원,3,126.719735,37.4561762
다정서문365정형외과의원,의원,1,127.2492573,36.4951815
다정소아청소년과의원,의원,1,127.2427341,36.497762
다정신경외과의원,의원,1,129.0705502,35.1727242
다정의원,의원,1,126.8073515,37.5729279
다정의원,의원,1,129.3538047,35.6428478
다정의원,의원,1,127.5298828,34.945357
다정이비인후과의원,의원,1,126.9279887,37.4899707
다정정신건강의학과의원,의원,1,126.9529603,37.2743275
다정하지흉부외과의원,의원,1,126.8844886,35.1608879
다정한내과의원,의원,1,127.1092593,37.2542554
다정한내과의원,의원,2,126.6401516,37.5324661
다정한내과의원,의원,1,126.633686,37.4500145
다정한산부인과의원,의원,1,128.5308499,35.8569661
다정한소아청소년과의원,의원,1,126.719691,37.4553712
다정한정신과의원,의원,1,127.435061,36.3405966
다정해정신건강의학과의원,의원,1,,
다정흉부외과의원,의원,2,127.0334375,37.2638833
다정흉부외과의원,의원,1,129.3378965,35.5397338
다조은가정의학과의원,의원,1,127.3852783,36.4329394
다채움피부과의원,의원,1,126.8322769,37.2097486
다채움피부과의원,의원,3,126.7300526,37.3698189
다태나의원,의원,1,127.0827828,37.5114317
다통한여의도의원,의원,2,126.9245977,37.5225179
다편안마취통증의학과의원,의원,1,127.1126122,37.0001234
다편한내과의원,의원,1,127.1135719,37.7558218
다편한마취통증의학과의원,의원,1,126.7771296,37.6522388
다편한마취통증의학과의원,의원,1,129.0058219,35.2093621
다편한정형외과의원,의원,1,127.044894,37.497226
다함신경외과의원,의원,1,129.0003482,35.2033742
다함이비인후과의원,의원,1,126.8952168,37.6006999
다혜의원,의원,1,126.2949725,35.110677
다힘본의원,의원,1,127.0642801,37.7475793
닥터(Dr.)초이 피부과의원,의원,1,127.0582077,35.8377947
닥터강심장혈관흉부외과의원,의원,3,127.4145817,36.3181026
닥터강의원,의원,1,129.0066871,35.3118186
닥터강이비인후과의원,의원,3,126.918758,37.4853398
닥터고운선의원,의원,1,127.0364849,37.5281233
닥터공헤어라인의원,의원,1,126.7742422,37.5027295
닥터구글마취통증의학과의원,의원,1,126.9547959,37.3919267
닥터구의원,의원,1,127.0478934,37.5238085
닥터굿재활의학과의원,의원,1,128.5943173,35.8706778
닥터권이비인후과의원,의원,1,127.1142797,37.3202944
닥터금소아청소년과의원,의원,1,127.2339738,37.3866584
닥터김DK의원,의원,1,126.8449147,37.7833842
닥터김가정의학과의원,의원,1,127.0240089,37.5246694
닥터김내과의원,의원,1,126.6691397,37.4214859
닥터김마취통증의학과의원·한의원,의원,1,127.0620109,37.598389
닥터김메디코스의원,의원,2,128.5969043,35.8653283
닥터김의원,의원,1,127.0690269,37.6462647
닥터김의원,의원,1,127.1494178,37.5944455
닥터김이비인후과의원,의원,1,127.1145117,37.3627869
닥터나가정의학과의원,의원,1,127.0599237,37.4567153
닥터나인의원,의원,1,126.9215428,37.6005491
닥터남아름다운의원,의원,1,129.0397818,35.1637668
닥터노바름의원,의원,1,126.7624946,37.5182101
닥터뉴셀의원,의원,1,127.0254743,37.5034185
닥터두안과의원,의원,1,126.8096277,37.4712481
닥터드림재활의학과의원,의원,1,128.6220839,35.8380669
닥터디자이너의원,의원,4,126.909283,37.5169829
닥터디자이너의원,의원,1,126.8372108,37.3184756
닥터디자이너의원,의원,2,126.703271,37.4442209
닥터디자이너의원,의원,1,126.6408363,37.3830722
닥터디자이너의원,의원,3,129.3348538,35.53926
닥터디자이너의원,의원,1,128.5946495,35.8670088
닥터디자이너의원,의원,1,128.5360949,35.8503551
닥터디자이너의원,의원,1,128.6259712,35.8551341
닥터디자이너의원,의원,2,128.337454,36.1261194
닥터디자이너의원 광주점,의원,1,126.8489086,35.1512663
닥터디자이너의원 동탄점,의원,1,127.1100641,37.2071309
닥터디자이너의원명동점,의원,2,126.9837155,37.565654
닥터라인의원,의원,1,128.4283529,34.8562007
닥터로미성형외과의원,의원,1,126.9534525,37.3914721
닥터로빈의원,의원,1,127.0512861,37.5036266
닥터로피부과의원,의원,1,127.0624289,37.654416
닥터류 바름의원,의원,1,126.7252248,37.5454538
닥터류의원,의원,2,126.4249933,34.8068665
닥터리가정의학과의원,의원,1,127.1231451,37.3876781
닥터리스의원,의원,1,126.8538784,35.1520127
닥터리연합내과의원,의원,1,129.3088782,35.5580334
닥터리즈 여성의원,의원,2,127.1157547,37.3791793
닥터린의원,의원,1,127.0840486,37.5370045
닥터마레산부인과의원,의원,2,126.8854921,37.4477947
닥터맘소아청소년과의원,의원,2,127.0189425,37.6179843
닥터맘정신건강의학과의원,의원,1,127.1083309,37.350748
닥터망고의원,의원,1,127.0256122,37.5045463
닥터메이크의원,의원,4,126.7653888,37.5049422
닥터명마취통증의학과의원,의원,1,126.9303664,37.498814
닥터문마취통증의학과의원,의원,1,129.0840935,35.2022612
닥터문의원,의원,1,126.4087407,33.4729153
닥터미성형외과의원,의원,5,127.026354,37.4995532
닥터미소의원,의원,1,127.0274275,37.5258676
닥터민의원,의원,1,126.9021166,35.2039594
닥터박의원,의원,1,127.0898733,36.9917536
닥터반마취통증의학과의원,의원,3,127.0418736,37.2750202
닥터방의원,의원,1,127.0078931,37.4789462
닥터배이비인후과의원,의원,1,128.5602881,35.9441425
닥터밸리의원,의원,1,127.0611615,37.5070383
닥터베어풋신효상마취통증의학과의원,의원,1,128.6333961,35.8572234
닥터베이직의원,의원,1,127.0246963,37.5051136
닥터본성형외과의원,의원,1,127.0227539,37.5232122
닥터본재활의학과의원,의원,2,127.0010069,37.2902107
닥터봄의원,의원,1,127.0259253,37.5005084
닥터봄춘의원,의원,1,127.0352111,37.5079982
닥터봉의원,의원,1,126.9805813,37.4843925
닥터봉정민내과의원,의원,2,126.734236,37.531365
닥터뷰티의원,의원,1,126.8477619,35.1541202
닥터쁘띠의원,의원,2,127.061325,37.6532481
닥터쁘띠의원,의원,17,127.0300093,37.4979247
닥터쁘띠의원,의원,3,126.7008867,37.4451296
닥터쁘띠의원,의원,2,,
닥터쁘띠의원마곡점,의원,1,126.8294731,37.5589625
닥터쁘띠의원명동점,의원,1,126.9881004,37.5615327
닥터선의원,의원,1,,
닥터셈매직뷰티의원,의원,1,129.0587795,35.1563418
닥터소녀로의원,의원,1,127.0280447,37.5256705
닥터손마취통증의학과의원,의원,1,128.4423836,35.7823603
닥터손유나의원,의원,4,127.0384351,37.5235536
닥터손의원,의원,1,127.1263956,37.5381084
닥터송제통의원,의원,1,127.9228164,36.9565266
닥터송포유의원,의원,3,127.0377269,37.508182
닥터수의원,의원,1,126.8966116,37.4850307
닥터스랜드의원,의원,1,126.9043196,37.5187783
닥터스마일의원,의원,1,127.1317563,37.4967731
닥터스마일의원,의원,1,127.0818195,37.5665913
닥터스마취통증의학과의원,의원,1,126.9257837,35.1732724
닥터스미성형외과의원,의원,4,127.3770971,36.3500699
닥터스영상의학과의원,의원,6,128.6026694,35.8651739
닥터스와니예 의원,의원,1,126.953531,37.3899764
닥터스의원,의원,2,126.6378536,37.5333439
닥터스정신건강의학과의원,의원,1,127.0219111,37.511039
닥터스키니의원,의원,1,127.0271777,37.4998129
닥터스킨피부과의원,의원,1,127.9496766,37.3302107
닥터스팟여성의원,의원,1,127.15011,37.4730816
닥터스프링의원,의원,1,127.0413357,37.5225645
닥터스피부과의원,의원,2,127.1548273,37.5092034
닥터스피부과의원,의원,2,126.8894776,37.5105879
닥터스피부과의원,의원,2,127.1068556,37.5046049
닥터스피부과의원,의원,1,127.0106116,37.5036645
닥터스피부과의원,의원,2,,
닥터스피부과의원,의원,3,126.9521422,37.546194
닥터스피부과의원,의원,3,127.0577371,37.2870278
닥터스피부과의원,의원,3,126.8377051,37.3177557
닥터스피부과의원,의원,2,127.0895592,37.3898803
닥터스피부과의원,의원,1,127.4464839,37.2777621
닥터스피부과의원,의원,1,,
닥터스피부과의원,의원,1,127.4268881,36.6423665
닥터스피부과의원,의원,2,,
닥터스피부과의원,의원,1,127.1275227,35.8728548
닥터스피부과의원,의원,11,127.0237562,37.5172231
닥터스피부과의원 과천점,의원,2,126.9912685,37.4257851
닥터스피부과의원 광주상무점,의원,3,126.8489157,35.1505779
닥터스피부과의원 광주신세계점,의원,2,126.8838663,35.1609303
닥터스피부과의원 은평점,의원,2,126.9286789,37.6123464
닥터신베스트의원,의원,1,127.0626863,37.5392721
닥터신이비인후과의원,의원,1,128.5212413,35.8188922
닥터심스의원,의원,1,127.1424768,37.3697326
닥터써클정형외과의원,의원,4,126.9143221,37.6497835
닥터아이씨엘안과의원,의원,1,,
닥터안헤어플란트의원,의원,1,127.0349695,37.5143533
닥터알의원,의원,1,126.9048891,37.53269
닥터양내과의원,의원,1,126.5212613,33.5128797
닥터에버스 의원,의원,7,126.6478159,37.3970307
닥터에버스의원,의원,1,,
닥터에버스의원,의원,7,,
닥터에버스의원,의원,7,,
닥터에버스의원,의원,3,127.102981,37.515287
닥터에버스의원,의원,3,127.0404584,37.5260162
닥터에버스의원,의원,5,126.9530917,37.4798707
닥터에버스의원,의원,6,127.0626968,37.6544635
닥터에버스의원,의원,3,126.8354234,37.3171883
닥터에버스의원,의원,5,126.7731559,37.6567215
닥터에버스의원,의원,8,126.7728595,37.5029457
닥터에버스의원,의원,18,126.7033024,37.4443937
닥터에버스의원,의원,6,126.7234478,37.4927426
닥터에버스의원,의원,7,127.1085045,36.8140496
닥터에버스의원 목동,의원,5,126.8638157,37.5267086
닥터에버스의원 미사점,의원,1,127.1927499,37.5622594
닥터에스본정형외과의원,의원,1,,
닥터에스의원,의원,1,129.3366792,35.5650568
닥터에스의원,의원,1,128.8098778,35.1010954
닥터에이치의원,의원,1,127.1072544,35.8155757
닥터엘의원,의원,1,127.1583918,37.4357938
닥터엠의원,의원,1,126.9139652,37.4833043
닥터연여성의원,의원,1,127.5182084,36.616619
닥터연이비인후과의원,의원,1,127.4298069,36.6258617
닥터영의원,의원,1,126.8499179,35.1504905
닥터예스팀산부인과의원,의원,1,127.1242565,37.5095346
닥터오성형외과의원,의원,1,128.5965525,35.8682786
닥터오의원,의원,1,126.8890683,37.5196453
닥터오이비인후과의원,의원,1,,
닥터오즈여성의원,의원,1,127.1017233,37.517819
닥터오즈정신건강의학과의원,의원,1,127.3772719,36.3600497
닥터오케이의원,의원,1,126.7662948,37.7522071
닥터올린의원,의원,1,,
닥터올웨이즈피부과의원,의원,1,127.341164,36.3541124
닥터요한 의원,의원,1,126.9531143,37.4828207
닥터우신경외과의원,의원,1,126.8204203,37.6207558
닥터우의원,의원,1,129.3795767,36.0821794
닥터웰니스의원,의원,1,127.0423646,37.5155528
닥터웰뷰티의원,의원,1,129.0596463,35.1406904
닥터웰의원,의원,2,129.4014865,35.970158
닥터유(U)와함께의원,의원,1,127.0021755,37.5827062
닥터유내과의원,의원,1,127.0653267,37.5065841
닥터유바른신경외과의원,의원,1,129.1135557,35.1578877
닥터유비뇨기과의원,의원,1,126.8894776,37.5105879
닥터유이비인후과의원,의원,1,126.9693258,37.520982
닥터윤마디의원,의원,1,126.8489086,35.1512663
닥터윤뷰티플의원,의원,1,127.0272193,37.5100801
닥터윤성형외과의원,의원,1,126.7635783,37.5051825
닥터윤이비인후과의원,의원,1,126.9232293,37.5585877
닥터윤정신건강의학과의원,의원,1,127.0982597,37.197969
닥터윤프로마취통증의학과의원,의원,1,126.9651744,37.5273235
닥터음가정의학과의원,의원,1,128.5794386,38.1909025
닥터이레이저피부과의원,의원,4,127.0404584,37.5260162
닥터적맥의원,의원,3,129.3356602,35.5386785
닥터정내과의원,의원,2,127.1188958,36.8014806
닥터정리반의원,의원,1,127.0364636,37.5285516
닥터정앤박날씬의원,의원,1,126.7015395,37.4451996
닥터정이비인후과의원,의원,1,126.924494,37.6354766
닥터제이미의원,의원,1,126.930118,37.4847794
닥터제이앤비의원,의원,2,126.8599135,37.4980688
닥터제이의원,의원,1,128.8126674,35.1705016
닥터조물주비뇨의학과의원,의원,2,127.0221182,37.5082504
닥터조제통외과의원,의원,1,128.5927741,35.8650479
닥터존의원,의원,2,126.8606071,37.5063641
닥터존정형외과의원,의원,1,127.0515408,37.5681574
닥터존정형외과의원,의원,3,,
닥터존정형외과의원,의원,3,129.3817423,36.0634071
닥터주비뇨의학과의원,의원,2,127.0401342,37.517346
닥터준마취통증의학과의원,의원,1,126.7015922,37.4436053
닥터준의원,의원,1,126.810717,37.336609
닥터지니성형외과의원,의원,1,,
닥터지의원,의원,1,126.9646697,37.3960855
닥터지의원,의원,1,127.4470915,37.2795067
닥터지의원,의원,1,126.8712106,35.1830567
닥터지의원,의원,2,126.818775,35.1904601
닥터지피부과의원,의원,1,127.1240452,37.3858444
닥터진성장의원,의원,1,127.060146,37.2710306
닥터진앤모의원,의원,1,129.0803159,35.184889
닥터진의원,의원,1,127.0402975,37.524879
닥터진이비인후과의원,의원,3,127.0187945,37.5171234
닥터진정신건강의학과의원,의원,1,128.6842001,35.2247786
닥터진힐링정신건강의학과의원,의원,1,127.1279974,37.4900099
닥터차이비인후과의원,의원,1,128.3993881,35.9956289
닥터철비뇨의학과의원,의원,1,126.8117923,37.5732172
닥터최의연세마음상담의원,의원,1,126.7772742,37.6852975
닥터최정신건강의학과의원,의원,2,127.032195,37.2637736
닥터케빈의원,의원,1,127.0216066,37.5096147
닥터케이365의원,의원,2,,
닥터케이의원,의원,1,127.1358646,37.4423582
닥터코코의원,의원,1,128.600538,35.8639969
닥터퀸스의원,의원,1,,
닥터크리미의원,의원,1,127.0198235,37.5168437
닥터클린의원,의원,1,126.7647145,37.5050423
닥터킨베인의원,의원,2,126.6949375,37.5934763
닥터킴성형외과의원,의원,1,126.6602319,37.380445
닥터킴이비인후과의원,의원,2,126.9249738,37.5214704
닥터탁성형외과의원,의원,1,127.0258452,37.5002585
닥터튠즈의원,의원,1,128.5841408,35.8659869
닥터티제이의원,의원,1,127.0650701,37.4977415
닥터포미의원,의원,1,127.125693,37.5089832
닥터포유미앤모의원,의원,1,126.6756837,37.4143364
닥터포유의원,의원,1,126.9158128,37.5503256
닥터포유의원,의원,1,126.985518,37.5687863
닥터포유의원,의원,1,127.0260674,37.6257706
닥터필의원,의원,1,128.7048561,35.8412432
닥터핏의원,의원,1,127.0226432,37.5092956
닥터하맥의원,의원,1,128.0645579,35.1786361
닥터한스의원,의원,1,128.995157,35.1978559
닥터한정형외과의원,의원,1,128.5308683,35.84386
닥터한코스메딕의원(Dr.Hans CosMedic Clinic),의원,1,127.0467426,36.9636383
닥터해빗김미정소아청소년과의원,의원,1,128.6333961,35.8572234
닥터헤어리의원,의원,1,128.5986991,35.8700934
닥터홈즈의원,의원,10,127.0230142,37.5184098
닥터홍가정의학과의원,의원,1,127.016486,37.5425761
닥터홍이비인후과의원,의원,1,127.070817,37.5726631
닥터홍이비인후과의원,의원,1,127.1068126,37.4004659
닥터홍이비인후과의원,의원,1,128.3113193,36.1491776
닥터화이트의원,의원,1,126.9611624,37.3854615
닥터황성장의원,의원,1,127.0194112,37.5144416
닥터황스마트마취통증의학과의원,의원,2,126.9646697,37.3960855
닥터황여성의원,의원,1,127.3407866,36.3531735
닥터효내과의원,의원,1,126.9678526,37.5257665
닥터훈소아청소년과의원,의원,1,126.9059413,37.5549104
닥터훈정형외과의원,의원,1,126.9213063,35.1854777
단강보건진료소,보건진료소,0,127.7866422,37.1533729
단골병원,병원,7,129.0919619,35.2476664
단국대학교의과대학부속병원,상급종합,215,127.172575,36.8415904
단단한정형외과의원,의원,1,126.4893872,33.4815322
단대오거리정형외과의원,의원,1,127.1589495,37.4447046
단디병원,병원,9,129.0271709,35.338612
단밀보건지소,보건지소,2,128.3833967,36.375929
단북보건지소,보건지소,1,128.404775,36.387474
단비소아청소년과의원,의원,1,127.0285419,37.5573015
단비의원,의원,1,126.7300526,37.3698189
단비정신건강의학과의원,의원,1,127.113551,37.3955563
단샘의원,의원,1,127.0787574,37.8019312
단석보건진료소,보건진료소,0,127.7135549,37.3865871
단성보건지소,보건지소,0,127.9572853,35.3001727
단스위티의원,의원,1,129.088808,35.2296047
단아산부인과의원,의원,2,127.1296985,37.4331759
단아의원,의원,1,126.9838787,37.5647371
단아한미인의원,의원,1,127.0787721,37.3134799
단양군가곡면가대보건진료소,보건진료소,0,128.3905125,37.0488327
단양군가곡면대대보건진료소,보건진료소,0,128.4232674,36.9976089
단양군가곡면보건지소,보건지소,0,128.3849295,37.0244506
단양군가곡면보발보건진료소,보건진료소,0,128.4480638,37.0287825
단양군가곡면여천보건진료소,보건진료소,0,128.3667425,37.0232903
단양군단성면보건지소,보건지소,1,128.3208483,36.9388563
단양군단양읍가산보건진료소,보건진료소,0,128.3070993,36.8904054
단양군단양읍고평보건진료소,보건진료소,0,128.2455217,36.9192234
단양군단양읍노동보건진료소,보건진료소,0,128.3722644,36.9560913
단양군대강면보건지소,보건지소,1,128.3534467,36.9216676
단양군대강면장정보건진료소,보건진료소,0,128.3969942,36.8456138
단양군대강면황정보건진료소,보건진료소,0,128.3582075,36.8804333
단양군립노인요양병원,요양병원,3,128.3687766,36.9871292
단양군매포읍가평보건진료소,보건진료소,0,128.2794101,37.0742313
단양군매포읍보건지소,보건지소,1,128.2957948,37.0332346
단양군보건의료원,보건의료원,10,128.350142,36.9816407
단양군어상천면덕문곡보건진료소,보건진료소,0,128.3410294,37.0629804
단양군어상천면보건지소,보건지소,0,128.3509299,37.1029636
단양군어상천면석교보건진료소,보건진료소,0,128.3302581,37.1378746
단양군영춘면별방보건진료소,보건진료소,0,128.4165714,37.0948458
단양군영춘면보건지소,보건지소,2,128.4840671,37.0768035
단양군영춘면의풍보건진료소,보건진료소,0,128.6113176,37.0619386
단양군적성면각기보건진료소,보건진료소,0,128.2864083,37.0210391
단양군적성면보건지소,보건지소,0,128.2931644,36.9601508
단양의원,의원,1,128.3696583,36.9849576
단원맑은안과의원,의원,1,126.8130166,37.3001935
단월보건지소,보건지소,1,127.6734225,37.5388237
단월보건진료소,보건진료소,0,127.4506543,37.2221306
단장면보건지소,보건지소,1,128.875988,35.515233
단촌보건지소,보건지소,0,128.6743162,36.4220822
달곰재활의학과의원,의원,1,127.397559,36.318763
달러성형외과의원,의원,1,126.6337953,36.8984791
달려라병원,병원,14,127.1409415,37.5340867
달려라정형외과의원,의원,3,126.8971978,35.1288584
달리마정형외과의원,의원,2,126.918551,37.6342576
달리자병원,병원,5,126.7615095,37.724999
달맞이요양병원,요양병원,6,129.1811843,35.1584119
달비성형외과의원,의원,1,127.0198305,37.5174952
달빛여성의원,의원,2,129.3362939,35.539956
달빛이비인후과의원,의원,1,126.8337603,37.6453248
달서미즈맘병원,병원,6,128.5213554,35.8132898
달서보건진료소,보건진료소,0,128.4821591,35.9854507
달서여성메디파크의원,의원,1,128.5301219,35.8498935
달서연합의원,의원,1,128.5530875,35.8322166
달서연합정형외과의원,의원,2,128.5477,35.8537789
달성군가창면보건지소,보건지소,0,128.6228183,35.8026898
달성군구지면고봉보건진료소,보건진료소,0,128.4385525,35.6498252
달성군구지면대암보건진료소,보건진료소,0,128.399076898,35.6253299241
달성군구지면보건지소,보건지소,0,128.4136123,35.6587771
달성군구지면징리보건진료소,보건진료소,0,128.3820086,35.6690043
달성군논공읍보건지소,보건지소,0,128.4199139,35.7743052
달성군다사읍보건지소,보건지소,1,128.4539279,35.8618434
달성군보건소,보건소,5,128.4462105,35.6920062
달성군옥포면반송보건진료소,보건진료소,0,128.4951644,35.7558864
달성군옥포읍보건지소,보건지소,2,128.4712327,35.7895312
달성군유가면음리보건진료소,보건진료소,0,128.4828195,35.6975614
달성군유가면한정보건진료소,보건진료소,0,128.4595047,35.6449535
달성군하빈면무등보건진료소,보건진료소,0,128.4620721,35.9233284
달성군하빈면보건지소,보건지소,2,128.4447958,35.9016813
달성군하빈면봉촌보건진료소,보건진료소,0,128.4076422,35.8627728
달성군화원읍보건지소,보건지소,1,128.5007552,35.8038995
